Produit_Commercial,Société,Fabricant
EXTREME 115 FS,SOLAGRI,SYNGENTA
FLAME DUO SG,SOLAGRI,ALBAUGH
GARAL EC,SOLAGRI,Syngenta
K ung Fu,SOLAGRI,SYNGENTA
Kung Fu,SOLAGRI,SYNGENTA
KungFu,SOLAGRI,SYNGENTA
MIRACO SC,SOLAGRI,SHANDONG
MIRACO SC,SOLAGRI,WEIFANG
MIRACO SC,SOLAGRI,RAINBOW CHEMICAL
OPTIMUM PRO SC,SOLAGRI,Sharda Cropchem
OPTIMUM PRO SC,SOLAGRI,INDE
Ortiva TOP,SOLAGRI,SYNGENTA
PLUS SC,SOLAGRI,SHANDONG WEIFANG RAINBOW CHEMICAL CO.LTD CHINE
PRIORI GOLD,SOLAGRI,SYNGENTA Crop Protection
PRIORI GOLD 250 SC,SOLAGRI,SYNGENTA Crop Protection
Priori Xtra,SOLAGRI,SYNGENTA
SPERAMET,SOLAGRI,SHANDONG
SPERAMET,SOLAGRI,WEIFANG
SPERAMET,SOLAGRI,RAINBOW CHEMICAL CO.LTD CHINE
TENDER 960 EC,SOLAGRI,SYNGENTA
TERRAVO,SOLAGRI,SYNGENTA
TERRAVO 720 SC,SOLAGRI,Syngenta
TRAMICS DC,SOLAGRI,SYNGENTA
Trivko,SOLAGRI,SYNGENTA
ULTRA EC,SOLAGRI,ALBAUG H
VARGAS,SOLAGRI,"ROTAM CHEMISTRY CO.,Ltd"
Zenith 575 EC,SOLAGRI,SYNGENTA
amphore SC,SOLAGRI,SYNGENTA
amphore gold WG,SOLAGRI,SYNGENTA
arnatin WG,SOLAGRI,SYNGENTA
CLODIM FORTE 240 EC,SOLAGRI FERTITECH,SYNGENTA TOPAGRO BIOSCIENCE
AFFINITY WG,SSCC,FMC
ALLIG ATOR,SSCC,SHARDA CROPCHEM INDE
ALLIGATOR,SSCC,SHARDA CROPCHEM LIMITED INDE
FLUROSTAR XL SE,SSCC,GLOBACHEM
MUSTER 75 WG,SSCC,FMC
O KINA SC,SSCC,FMC
OKINA SC,SSCC,FMC
POMAX SC,SSCC,GLOBACHEM
PROPAMINE 722 SL,SSCC,AGRIA
PYRIBAN EC,SSCC,Gharda chemicals ltd
PYRIBAN EC,SSCC,CHEMINOVA FMC
STARCARB,SSCC,GARDA CHEMICAL
STARCARB,SSCC,DU PONT FMC
TRIBUNEO 75 G,SSCC,ZENITH CROPSCIENCE
TRIBUNEO 75 G,SSCC,AGRIA
ZORO,SSCC,CHEMINOVA
ZORO,SSCC,FMC
procamba,SSCC,gharda chemical
C OBRA EC,SSCCOKINA,BAYER CROPSCIENCE
COBRA EC,SSCCOKINA,BAYER CROPSCIENCE
Plant oil,STE EL KHADRA,INDUSTRIAS AFRASA
Plant oil,STE EL KHADRA,ALBAU GH EUROPE SARL
Plantoil,STE EL KHADRA,INDUSTRIAS AFRASA
SPIROFEN,STE ELKHADRA,EASTCHEM CO.Ltd
A BSOLUT SC,STEC,NANJING
A BSOLUT SC,STEC,AGROCHEMICA L CHINE
ABSOLUT SC,STEC,NANJING
ABSOLUT SC,STEC,AGROCHEMICA L CHINE
ACAROS SC,STEC,Shandong Kangqiao NANJING Agrochemical
ACAROS SC,STEC,Shandong
ACAROS SC,STEC,Kangqiao
ACAROS SC,STEC,NANJING Agrochemical
Aakomectine,STEC,AAKO BV
Akocid 480 EC,STEC,AAKO
Amilcar,STEC,BAYER CROPSCIENCE
Amilcar OD,STEC,BAYER CROPSCIENCE
Apollo 50,STEC,AAKO BV
Bellis WG,STEC,BASF
CURZATE M,STEC,DUPONT
CURZATE M,STEC,DU PONT (Taiwan) AGRISCIENCE
Cuivox,STEC,I.Q.V. – Espagne
Delta,STEC,BAYER CROPSCIENCE
Dimilin,STEC,CHEMTURA AGRO
Dimilin,STEC,SOLUTIONS
Duracid,STEC,PAYS BAS GHARDA CHEMICALS
Duracid,STEC,DOW AGROSCIENCES
Duracid,STEC,DOW
Envidor,STEC,BAYER CROPSCIENCE gowan
Envidor,STEC,g owan
Flural Triflex,STEC,INDUSTRIAL Q. KEY AAKO
Glyphotec,STEC,AAKO BV
HYDO 250 SC,STEC,nanjing agrochemical
HYDO 250 SC,STEC,JIANGYIN SULI CHEMICAL
Hydrolysat-Prot,STEC,QUIMICA KEY
Lagrophanate70,STEC,"CEQUISA PHOSPHONIA UPL,"
M AGNUS SC,STEC,AAKO
MAGNUS SC,STEC,AAKO
Mavrik2F,STEC,AAKO
Mavrik2F,STEC,PAYS BAS
Mavrik2F,STEC,orteva
Methyl-T,STEC,PHOSPHONIA
Microthiol Special,STEC,Espagne
MicrothiolSpecial,STEC,CEREXAGRI
NANJI 250 EC,STEC,JIANGSU FENGDENG(fab) NANJING AGROCHEMICA L (DIS)
NANJI PLUS EC,STEC,JIANGYIN FENGDENG CROP SCIENCE CO (Fabriquant) NANJIN G Arochemical (distributeur) chine
Nativo 300 SC,STEC,BAYER CROPSCIENCE
PYRUS 400 SC,STEC,UPL
Penncozebe 80 WP,STEC,MCA UPL Phosphorus ARYSTA LIFESCIENCE INDUST. QUIMICA KEY AGRIA SA AGRIA SA CEREXAGRI BV SIPCAM INAGRA SIPCAM INAGRA INDOFIL INDE DOW AGROSCIENCES COROMANDEL Ltd. United Phosphorus Ltd ZENITH CROPSCIENCES
Penncozebe 80 WP,STEC,CEREXAGRI BV UPL
Peyron Mz,STEC,CMPA
PharoMz (sous réserve,STEC,CMPA
Phytoate,STEC,FMC CHEMINOVA
Phytoate,STEC,CHEMINOVA
Phytoate,STEC,FMC
Presidium SC,STEC,Gowan
Super meta,STEC,CEQUISA
Super meta,STEC,"PHOSPH ONIA, SL)"
Timer FS 060,STEC,BAYER CROPSCIENCE
Triflex,STEC,AAKO
Trifluraline / Sous/R,STEC,CEQUISA S.A ((filiale :
Trimangol,STEC,CEREXAGRI BV UPL
VENDETTA SC,STEC,FMC
Vectra 10 SC,STEC,SUMITOMO
Verita,STEC,BAYER CROPSCIENCE
Vigon 420 SC,STEC,BAYER CROPSCIENCE
Weedone Plus,STEC,NUFARM
de changement de,STEC,CMPA
nom)peyron MZ,STEC,CMPA
ventaro,STEC,NUFARM
ADEXAR XTRA,STIMA,BASF
ADEXAR XTRA EC,STIMA,BASF
ALLEYA ME,STIMA,AUGUST inc
ALLEYA ME,STIMA,CORPORATE
Alverde 240 SC,STIMA,BASF
Aviso DF,STIMA,BASF
BAUXIT,STIMA,BASF
BIOCONTROL,STIMA,"BiocontrolTechnologies,S. L"
BOTECTOR WG,STIMA,BIOFERM
BOTECTOR WG,STIMA,SAN AGROW
Basagran,STIMA,BASF
Blossom protect,STIMA,BIO FERM
C antus WG,STIMA,BASF
CABRIO TOP,STIMA,BASF
Cantus WG,STIMA,BASF
CantusWG,STIMA,BASF
Capalo,STIMA,BASF
Collis 300SC,STIMA,BASF
Dart,STIMA,BASF
Deguech plate,STIMA,DETIA DEGUECH
Deguech plate,STIMA,DETIA
Deguech plate,STIMA,DEGUECH
Detia Gas,STIMA,DETIA DEGUECH
Detia Gas,STIMA,DETIA
Detia Gas,STIMA,DEGUECH
Focus Ultra,STIMA,BASF
INDIGO WDG,STIMA,SHARDA CROPCHEM LIMITED INDE
JUDO,STIMA,Sharda
JUDO,STIMA,SHARDA CROPCHEM
JUDO,STIMA,LIMITED INDE
KEYLAM EC,STIMA,Industrialquimica
KEYLAM EC,STIMA,Key
Kinto Duo,STIMA,BASF
Kumulus DF,STIMA,BASF
LASTING EC,STIMA,SHARDA CROPCHEM LIMITED INDE
LATHRIN EC,STIMA,SHARDA CROPCHEM LIMITED INDE
MATRIX WDG,STIMA,SHARDA CROPCHEM
NEM guard SC,STIMA,Ecospray limited
Ogam,STIMA,BASF-ESPAGNOLA
Ogam,STIMA,BASF
Opus,STIMA,BASF
PHERONORM-TUTA,STIMA,ANDERMATT
PHERONORM-TUTA,STIMA,BIOCONTROL AG
POINTER GEO GR,STIMA,SIPCAM INAGRA
Perfecthion,STIMA,FMC CHEMINOVA
Piretro Verde,STIMA,COPYR S.p.A
Polyram DF,STIMA,BASF
RAMCU 35 WG,STIMA,Manica S.P.A
REMEDIER WP,STIMA,ISAGRO SPA
REMEDIER WP,STIMA,ISAGRO SPA GOWAN
REMEDIER WP,STIMA,GOWAN
Raticide detia,STIMA,DETIA
Rex Duo,STIMA,BASF
SCATTO EC,STIMA,ISAGRO SPA
SCATTO EC,STIMA,GOWAN
SCATTO EC,STIMA,TAGROS CHEMICALS
SIAL ME,STIMA,AUGUST inc
SIAL ME,STIMA,CORPORATE
SNOOKER SC,STIMA,BASF
Stomp Aqua,STIMA,BASF
StompAqua,STIMA,BASF
Stroby DF,STIMA,BASF
Swing Gold,STIMA,BASF
T34,STIMA,"BiocontrolTechnologies,S. L"
VENUS WG,STIMA,"Shengnong Pesticide, Co. Ltd"
VENUS WG,STIMA,hangzhou Topagro Bioscience
T34 BIOCONTROL T-77 WP,STIMA ALOHA AGRICULTURE,"BiocontrolTechnologie s,S.L Espagne"
BIOCONTROL T-77 WP,STIMA ALOHA AGRICULTURE AGROSYSTEMES,"BiocontrolTechnologies,S. L Plant Health Products (phy) Sud d'afriquePlant Health Products (phy) TAMINCO EASTMAN"
EMATOP,STÉ EL KHADRA,HANGZHOU TOPAGRO BIOSCIENCE CHNINE
POLYVALENT S C,STÉ EL KHADRA,"EASTCHEM CO,Ltd CHINE"
POLYVALENT SC,STÉ EL KHADRA,"EASTCHEM CO,Ltd CHINE"
T AKITOP WG,STÉ EL KHADRA,"EASTCHEM CO,Ltd CHINE"
TAKITOP WG,STÉ EL KHADRA,"EASTCHEM CO,Ltd CHINE"
Hoprole Xtra,STÉ ELKHADRA,Shandong weifang
Hoprole Xtra,STÉ ELKHADRA,rainbow chemical0
INDO SUPER SC,STÉ ELKHADRA,NINGBO SUNJOY AGROSCIENCE CO .LTD
INDO SUPER SC,STÉ ELKHADRA,Jingbo agrochemicals technologie
INDO SUPER SC,STÉ ELKHADRA,cropidea
BIOPROTECTION,SYNGENTA,BIOPREPARATY
AGRIMATCO,SYNGENTA AGRO AG,BIOPREPARATY
AGRIPROTEC,SYNGENTA AGRO AG,BIOPREPARATY
BIOPROTECTION,SYNGENTA AGRO AG,BIOPREPARATY
SOCOOPEC,SYNGENTA AGRO AG,BIOPREPARATY
ACTAMID WG,TASMID,NANJING
ACTAMID WG,TASMID,"AGROCHEMICA L Co., Ltd."
ALU-VITE WP,TASMID,LIMIN CHEMICAL CO.LTD
ASTRO EC,TASMID,ZHEJIANG E-TONG CHEMICAL
CLETHODIM EC,TASMID,PSYCHE M CHEMICALS LIMITED
CYPRINE,TASMID,CROPSAVE PESTICIDES
CYPRINE,TASMID,INDIAN
CYPRINE,TASMID,PVT.LTD
Divisole,TASMID,ASTRACHEM
Filex 607 SL,TASMID,AGRIPHAR AGRIPHAR
KAISO 5%,TASMID,NUFARM
Nimbicidine,TASMID,T. STANES & Co.Ltd.
PHENATYL,TASMID,MEGHMANI INDUSTRIES
Proact 50 EC,TASMID,ASTRACHEM
SPINOBEST,TASMID,"BAICO BIOTECH CO,LTD"
Sous reserve de,TASMID,PSYCHE M CHEMICALS LIMITED
Transact 18 EC,TASMID,ASTRACHEM
Transact18EC,TASMID,ASTRACHEM
Vaulent,TASMID,ASTRACHEM
changement de nom,TASMID,PSYCHE M CHEMICALS LIMITED
soufravit,TASMID,AGROSTULLN
Proact 50 EC,TASMID PLANETE VERTE,ASTRACHEM
PROPAMIX SL,TASMID SANABEL AGRO,AGRIA SHARDA CROPCHEM LIMITED INDE SHARDA CROPCHEM LIMITED INDE
Select Super,TECTION,ARYSTA LIFESCIENCE
ABAMET EC,UNIAGRO,SHANDONG WEIFANG RAINBOW CHEMICAL CO.LTD CHINE
BUTIKEW,UNIAGRO,LAINCO-Espagne
CISTHRIN EC,UNIAGRO,SYNGENTA CHEMICAL CO.LTD
CISTHRIN EC,UNIAGRO,SHANDONG WEIFANG RAINBOW CHEMICAL CO.LTD
CLEVEROLE SC,UNIAGRO,FMC
CLOWIT EC,UNIAGRO,SHANDONG
CLOWIT EC,UNIAGRO,WEIFANG
CLOWIT EC,UNIAGRO,RAINBOW CHEMICAL CO.LTD CHINE
Cleverole plus SC,UNIAGRO,ASTRACHEM
Cleverole plus SC,UNIAGRO,SHANDONG
Cleverole plus SC,UNIAGRO,WEIFANG
Cleverole plus SC,UNIAGRO,RAINBOW CHEMICAL CO.LTD
ETHPYRI SC,UNIAGRO,SHANDONG WEIFANG
ETHPYRI SC,UNIAGRO,RAINBOW CHEMICAL CO.LTD
EXPELER SC,UNIAGRO,SHANDONG WEIFANG RAINBOW CHEMICAL CO.LTD CHINE
HoproleXtra,UNIAGRO,Shandong weifang
HoproleXtra,UNIAGRO,rainbow chemical0
LASTING EC,UNIAGRO,GHARDA HOUSE INDE
LASTROLE EC,UNIAGRO,"EASTCHEM CO,Ltd CHINE"
PICOCARB SC,UNIAGRO,SHANDONG WEIFANG
PICOCARB SC,UNIAGRO,RAINBOW CHEMICAL CO.LTD
Prifenup EC,UNIAGRO,HANGZHOU TOPAGRO BIOSCIENCE CHNINE
Prifenup EC,UNIAGRO,SHANDONG WEIFANG RAINBOW CHEMICAL CO.LTD
SPANVIC PLUS SC,UNIAGRO,HANGZHOU TOPAGRO BIOSCIENCE CHNINE
Spanvic,UNIAGRO,"BAICO BIOTECH CO,LTD"
TEAMSPRAY PLUS SE,UNIAGRO,SHANDONG WEIFANG RAINBOW CHEMICAL CO.LTD CHINE
Cayen 500 WG,|,SHARDA
Cayen 500 WG,|,|
|,|,FMC
